student_id,dimension,score
2181,math_fluency,3
1914,reading,5
2239,execution_speed,3
1704,execution_speed,1
2187,reading,3
3138,math_fluency,1
1451,reasoning,5
2846,emotion,3
2184,emotion,2
1932,processing_speed,1
1903,emotion,3
1852,math_fluency,2
1282,emotion,4
748,math_fluency,2
1015,processing_speed,3
1396,reasoning,2
2559,processing_speed,2
2712,emotion,3
2735,reasoning,5
2500,reading,5
3069,emotion,1
929,calculus,4
1299,calculus,3
1008,math_fluency,4
2372,processing_speed,4
1851,processing_speed,4
2097,processing_speed,4
2568,reading,5
2107,emotion,4
1766,reading,5
2302,math_fluency,4
2376,execution_speed,2
814,emotion,3
1304,reasoning,1
2348,calculus,3
2849,reasoning,4
1869,math_fluency,3
2482,calculus,3
1526,reasoning,2
1053,reading,1
838,calculus,3
829,processing_speed,1
2122,reasoning,1
778,emotion,3
769,reasoning,5
1909,math_fluency,1
3026,math_fluency,4
883,reading,4
2228,math_fluency,3
3036,reasoning,2
2104,reasoning,1
2255,reading,5
2703,processing_speed,4
1515,emotion,3
2251,reasoning,4
2216,processing_speed,3
2600,execution_speed,4
2349,calculus,4
599,math_fluency,2
2528,processing_speed,4
2038,execution_speed,4
3054,math_fluency,1
2347,emotion,2
3229,reasoning,4
1067,emotion,2
2622,emotion,3
1388,math_fluency,3
1797,math_fluency,2
2129,emotion,4
846,processing_speed,4
2427,execution_speed,3
2580,reasoning,2
869,emotion,3
1382,calculus,1
2647,reading,4
702,processing_speed,2
791,math_fluency,5
3279,emotion,1
882,execution_speed,3
1929,emotion,2
901,processing_speed,2
1859,math_fluency,4
2870,math_fluency,2
1947,emotion,3
768,calculus,4
2280,reasoning,4
943,reasoning,2
2892,reading,2
2567,math_fluency,3
3075,emotion,3
1428,execution_speed,2
1877,emotion,3
1920,execution_speed,2
1518,math_fluency,5
1769,math_fluency,4
1444,processing_speed,5
1396,reading,2
2046,reading,3
869,processing_speed,2
739,execution_speed,2
1406,processing_speed,2
1917,calculus,5
2176,reasoning,5
901,emotion,2
1521,math_fluency,5
2017,execution_speed,5
949,calculus,3
793,reasoning,1
2500,math_fluency,5
882,processing_speed,4
2440,reasoning,2
779,reasoning,5
1393,execution_speed,3
2848,processing_speed,5
724,processing_speed,1
1037,reasoning,4
2002,execution_speed,4
929,emotion,2
948,emotion,4
3091,reasoning,3
1778,reading,2
1997,execution_speed,3
934,reading,5
2602,processing_speed,2
3158,execution_speed,2
2432,execution_speed,5
907,execution_speed,4
2305,execution_speed,3
1474,execution_speed,1
1779,processing_speed,4
1005,emotion,5
3118,processing_speed,3
2007,execution_speed,3
1419,reasoning,2
3306,reading,5
1476,execution_speed,1
897,processing_speed,4
2487,reasoning,4
827,math_fluency,1
1929,processing_speed,1
3284,reasoning,3
1802,emotion,1
1574,execution_speed,4
2061,math_fluency,4
788,reading,2
2630,reading,4
2711,math_fluency,1
2452,emotion,4
1923,math_fluency,4
959,reasoning,4
1504,reading,5
1784,emotion,2
822,emotion,2
1788,reasoning,2
1748,reading,3
2777,reasoning,4
2153,reasoning,5
2292,emotion,4
1443,calculus,2
3280,math_fluency,5
2613,processing_speed,3
3251,calculus,2
1849,math_fluency,4
2242,emotion,4
3124,emotion,1
1871,emotion,4
2143,emotion,2
2576,calculus,3
1905,emotion,3
2716,reading,3
2705,reading,4
2398,reading,2
1279,calculus,5
1316,processing_speed,1
2346,processing_speed,5
841,processing_speed,4
2270,reading,2
2149,reading,5
2066,execution_speed,3
1432,reading,2
1359,emotion,3
2487,processing_speed,5
813,math_fluency,2
2402,processing_speed,2
839,execution_speed,3
1428,reading,3
3116,emotion,2
1441,reasoning,4
1895,reasoning,4
3014,reading,5
1273,calculus,1
2684,execution_speed,1
2329,calculus,5
2606,processing_speed,1
3253,calculus,3
2196,emotion,3
2234,reading,3
3076,math_fluency,5
2844,processing_speed,4
3267,math_fluency,4
1686,execution_speed,3
2459,reasoning,1
2419,reading,3
2719,math_fluency,4
832,calculus,4
1003,execution_speed,1
2453,math_fluency,2
2514,execution_speed,2
1661,execution_speed,1
1842,math_fluency,4
2341,execution_speed,4
2403,reasoning,1
1822,processing_speed,2
3154,emotion,4
2577,calculus,1
934,reasoning,4
1053,execution_speed,3
920,emotion,4
1041,calculus,3
3254,math_fluency,5
1370,calculus,3
1430,reasoning,2
936,processing_speed,4
957,emotion,2
2698,processing_speed,4
1045,emotion,2
2883,reasoning,3
1340,processing_speed,5
3149,math_fluency,3
2845,processing_speed,5
859,math_fluency,3
2864,emotion,4
3017,reading,2
2381,reading,2
1508,reading,2
2840,emotion,1
2171,emotion,2
2181,emotion,3
3122,calculus,4
2360,reading,5
2797,execution_speed,4
2897,execution_speed,2
2452,reasoning,5
2451,reading,4
778,reading,4
1053,math_fluency,1
1448,reasoning,1
1407,processing_speed,3
2213,reading,4
2108,processing_speed,4
977,processing_speed,4
1921,reading,4
2217,calculus,5
1922,reading,3
801,calculus,3
2077,emotion,3
2729,math_fluency,3
1947,execution_speed,2
832,emotion,1
940,emotion,5
876,processing_speed,3
2245,emotion,4
1517,reading,5
1451,reading,5
1865,calculus,5
2070,processing_speed,1
2315,emotion,1
2869,calculus,2
948,math_fluency,5
2458,reasoning,5
736,reading,3
1056,emotion,5
2395,emotion,2
2413,math_fluency,4
1337,emotion,4
808,calculus,3
1474,math_fluency,3
1056,processing_speed,2
3152,math_fluency,3
1953,execution_speed,5
1315,emotion,5
3301,execution_speed,3
1410,execution_speed,1
3076,reasoning,1
1764,reading,5
2603,processing_speed,2
3113,emotion,1
2076,reasoning,3
2232,reasoning,4
2201,processing_speed,3
1498,processing_speed,3
856,reading,3
2750,reasoning,2
2440,math_fluency,5
1361,execution_speed,5
2359,reading,5
856,emotion,2
2896,reading,1
2719,execution_speed,4
2307,reading,5
1763,emotion,2
2412,reasoning,3
2256,math_fluency,5
1320,processing_speed,1
2339,math_fluency,3
888,reasoning,4
1747,execution_speed,3
2081,reading,1
2129,reading,5
2861,execution_speed,4
2360,reasoning,4
1493,reading,2
845,execution_speed,3
3061,execution_speed,5
2293,reasoning,2
979,execution_speed,3
2413,reading,5
942,emotion,4
1403,reading,1
1361,calculus,2
3086,emotion,5
1525,reading,3
2566,math_fluency,1
2221,reading,1
3259,reasoning,4
2235,execution_speed,2
2115,reading,5
2134,execution_speed,3
1776,math_fluency,5
2290,emotion,4
696,reading,1
2794,reading,4
2185,math_fluency,4
3078,math_fluency,1
697,reasoning,5
2285,reading,3
2284,reasoning,5
2592,math_fluency,3
984,calculus,4
3100,calculus,2
1512,emotion,4
880,emotion,5
3253,emotion,3
2416,calculus,5
2499,math_fluency,2
2138,reasoning,4
2316,reading,4
2154,processing_speed,2
2469,math_fluency,5
2145,math_fluency,1
1046,calculus,4
2598,math_fluency,4
1335,calculus,4
1036,processing_speed,1
2068,execution_speed,2
3295,emotion,2
985,math_fluency,3
1443,math_fluency,2
737,reading,4
3274,math_fluency,2
830,calculus,4
3111,reasoning,3
1822,reading,3
741,reasoning,4
2863,processing_speed,3
1415,execution_speed,1
1764,processing_speed,3
2892,math_fluency,4
2278,math_fluency,5
2223,emotion,2
1538,math_fluency,3
2729,reasoning,3
911,execution_speed,2
2164,emotion,2
2599,reasoning,4
2511,calculus,5
2449,execution_speed,4
2499,processing_speed,4
2132,reasoning,5
2383,reading,3
949,processing_speed,5
1488,calculus,4
1002,calculus,2
2399,reasoning,5
784,emotion,2
2579,math_fluency,5
1935,processing_speed,3
840,reasoning,4
995,processing_speed,1
2351,emotion,3
799,emotion,3
854,calculus,1
1759,reasoning,1
1417,emotion,1
887,reasoning,1
942,execution_speed,2
2287,emotion,3
2246,execution_speed,4
881,emotion,2
1945,reading,4
1750,reading,3
2326,processing_speed,4
1858,processing_speed,1
1840,reading,4
1420,reading,1
2574,execution_speed,2
1544,execution_speed,1
2353,reading,4
1042,reading,1
814,reasoning,4
3260,execution_speed,2
2705,reasoning,3
2552,reading,4
2704,execution_speed,1
2031,execution_speed,4
840,math_fluency,4
1439,math_fluency,2
2275,math_fluency,4
806,calculus,5
608,processing_speed,1
1442,reading,2
1927,reading,3
870,reasoning,4
2578,reasoning,3
2444,execution_speed,2
2442,reasoning,3
614,math_fluency,3
1293,processing_speed,3
949,math_fluency,4
2342,calculus,2
2427,math_fluency,3
2566,processing_speed,1
2083,processing_speed,3
1925,calculus,3
2355,reading,5
3078,reading,1
1986,reading,1
2229,math_fluency,4
2322,reasoning,4
605,math_fluency,4
1903,reading,3
2204,execution_speed,1
2356,calculus,3
808,reading,5
1444,reading,5
2394,execution_speed,2
1705,execution_speed,3
1852,reasoning,5
1003,processing_speed,4
1858,calculus,3
1330,processing_speed,2
1767,processing_speed,5
2488,emotion,3
2241,reasoning,5
1884,reasoning,3
3045,reasoning,4
2584,calculus,3
1967,execution_speed,1
2732,execution_speed,4
1309,reading,5
2410,math_fluency,3
2522,math_fluency,4
1366,reading,2
3135,processing_speed,3
2597,emotion,2
3069,reasoning,4
2456,math_fluency,1
2396,emotion,2
1718,execution_speed,2
1882,calculus,3
2615,reading,3
1534,reasoning,5
3213,calculus,4
2524,math_fluency,2
2394,processing_speed,5
1664,execution_speed,2
2120,reasoning,2
1292,math_fluency,5
821,math_fluency,3
2296,reasoning,5
2368,reasoning,4
3087,math_fluency,3
1324,calculus,2
2430,emotion,3
803,reading,5
1280,reading,2
2582,processing_speed,2
723,execution_speed,2
1871,reading,3
1477,emotion,5
2598,reasoning,5
2009,execution_speed,3
3300,reading,2
3040,execution_speed,5
1283,execution_speed,3
1454,math_fluency,5
3093,processing_speed,1
1447,reasoning,4
2224,calculus,3
1274,execution_speed,1
1064,math_fluency,5
963,reading,3
1431,emotion,4
2412,math_fluency,1
2482,reading,4
3239,reading,3
2617,reasoning,4
994,reasoning,3
1536,math_fluency,2
3148,calculus,5
871,math_fluency,5
1274,math_fluency,2
2545,execution_speed,4
2193,processing_speed,4
807,emotion,2
2169,reasoning,4
2289,math_fluency,3
2187,math_fluency,4
1353,reading,3
3085,emotion,3
2879,calculus,5
1486,reasoning,4
1971,reading,4
1432,calculus,4
2849,emotion,4
2311,calculus,5
2158,reasoning,5
3074,calculus,2
863,processing_speed,4
2590,reading,3
1765,reasoning,5
904,reasoning,4
1028,reading,4
2462,math_fluency,5
1314,reading,5
815,processing_speed,3
3036,reading,3
1806,math_fluency,2
2591,emotion,3
2265,execution_speed,1
2854,processing_speed,5
3067,math_fluency,5
2537,reasoning,4
2313,reasoning,4
956,emotion,1
3141,reasoning,5
784,processing_speed,1
1829,emotion,3
1947,math_fluency,4
2379,emotion,3
2314,processing_speed,2
2547,math_fluency,5
2219,math_fluency,3
614,reading,5
749,calculus,1
2245,execution_speed,4
3278,execution_speed,4
1526,emotion,3
713,reading,4
2419,execution_speed,3
2733,execution_speed,3
983,reasoning,4
750,processing_speed,4
2850,reading,1
2458,emotion,4
1369,math_fluency,2
2165,processing_speed,5
2142,reasoning,3
1872,emotion,5
2751,processing_speed,5
1630,reading,1
2520,calculus,1
2114,math_fluency,4
1343,reading,2
2857,math_fluency,5
2495,reading,5
2792,execution_speed,2
2619,reading,5
3298,emotion,2
1399,math_fluency,1
2080,reasoning,5
1386,emotion,4
2607,math_fluency,1
2878,processing_speed,5
3032,emotion,1
2794,execution_speed,5
1508,processing_speed,1
3229,calculus,5
3049,execution_speed,3
3022,math_fluency,4
1441,processing_speed,1
2391,math_fluency,3
2135,emotion,2
1943,emotion,3
2563,execution_speed,1
2029,execution_speed,4
3274,reasoning,4
822,processing_speed,1
3220,math_fluency,3
1515,processing_speed,1
2332,reading,5
3147,calculus,2
2099,reasoning,3
2727,math_fluency,3
1400,calculus,4
826,calculus,5
2261,processing_speed,5
1915,calculus,1
2229,reasoning,4
2505,math_fluency,3
2688,emotion,3
1782,reading,3
2076,math_fluency,5
2612,execution_speed,4
2301,processing_speed,3
3213,execution_speed,4
1969,execution_speed,4
910,reading,2
920,reading,3
1324,math_fluency,3
2391,calculus,3
2744,emotion,3
1948,math_fluency,1
2649,reading,1
1004,reading,4
2098,execution_speed,4
704,reasoning,3
1026,reasoning,3
1522,execution_speed,1
843,processing_speed,5
2880,calculus,1
1307,execution_speed,4
2434,processing_speed,3
2263,emotion,2
2872,math_fluency,3
2867,execution_speed,3
2875,calculus,5
3132,reasoning,5
2282,reasoning,4
3102,calculus,4
1921,emotion,2
779,calculus,5
2273,math_fluency,2
2715,reading,2
1469,execution_speed,4
1898,reasoning,5
1491,reading,4
612,emotion,5
2581,reasoning,4
2130,execution_speed,3
935,reasoning,4
2886,math_fluency,4
1674,execution_speed,4
2072,reading,2
2136,reasoning,4
2855,math_fluency,5
1028,calculus,3
1417,calculus,2
1287,execution_speed,5
2748,emotion,3
1063,execution_speed,4
1555,calculus,1
3306,execution_speed,2
2472,execution_speed,4
2697,reading,4
1895,processing_speed,4
978,emotion,4
3150,reading,2
3218,calculus,2
3119,reasoning,2
1520,calculus,2
970,execution_speed,3
1317,math_fluency,4
1933,math_fluency,1
2731,reading,5
1454,reading,5
2071,reasoning,5
3155,calculus,5
2154,emotion,5
2880,reasoning,2
2692,reasoning,3
2811,reading,1
3083,processing_speed,1
3131,emotion,1
2574,reading,2
3130,emotion,1
970,math_fluency,3
2784,reading,3
828,reasoning,1
781,reading,4
2401,calculus,3
1388,execution_speed,3
3149,emotion,2
2583,emotion,5
3056,calculus,3
2446,reading,4
2194,reading,5
2752,emotion,2
1719,execution_speed,4
2183,reading,3
756,processing_speed,3
1847,execution_speed,3
1416,math_fluency,2
2581,math_fluency,1
2710,execution_speed,3
2311,processing_speed,5
2854,reasoning,5
3040,math_fluency,5
3040,math_fluency,4
2592,processing_speed,3
2221,execution_speed,1
2204,processing_speed,5
2853,reasoning,2
870,reading,4
2354,reading,5
2478,calculus,5
2302,execution_speed,4
3106,math_fluency,4
1550,calculus,2
1046,reading,3
1361,reasoning,2
1433,emotion,2
2841,reading,3
893,reasoning,3
2501,execution_speed,3
1463,reasoning,4
1055,emotion,3
2510,emotion,5
2803,reading,5
1349,processing_speed,4
1880,math_fluency,5
2502,reasoning,5
2421,math_fluency,1
2859,math_fluency,2
1659,execution_speed,1
1518,execution_speed,3
2136,execution_speed,3
3044,emotion,3
897,execution_speed,5
1382,execution_speed,1
1769,reading,3
3234,execution_speed,4
1368,reading,1
1403,execution_speed,1
1383,reasoning,4
2525,math_fluency,1
877,reading,1
1019,emotion,1
907,calculus,4
835,reading,5
1509,emotion,2
1046,reasoning,5
2857,calculus,4
891,math_fluency,4
1320,processing_speed,2
2746,processing_speed,1
1284,processing_speed,1
3240,reading,2
3152,calculus,5
3271,reading,2
777,calculus,4
1040,reasoning,4
613,reading,2
958,calculus,5
1370,execution_speed,2
1472,math_fluency,5
2401,processing_speed,2
1766,reasoning,3
3023,processing_speed,5
2120,execution_speed,2
1512,reasoning,5
1039,calculus,3
1043,processing_speed,1
2452,execution_speed,4
772,calculus,3
1280,emotion,2
1779,emotion,2
1357,reasoning,1
2026,execution_speed,2
1862,reading,4
1295,execution_speed,5
1829,processing_speed,1
2612,processing_speed,2
811,reading,3
1021,reading,1
3298,calculus,2
1632,reading,2
2308,processing_speed,1
1517,execution_speed,4
1288,emotion,5
727,math_fluency,5
1858,reading,3
773,processing_speed,5
933,emotion,1
2302,reasoning,4
2881,emotion,1
1548,reasoning,1
3046,math_fluency,2
3080,calculus,1
1528,execution_speed,2
1478,emotion,2
1887,reading,5
2630,emotion,4
2737,math_fluency,4
2283,processing_speed,4
951,reading,1
2206,execution_speed,3
1449,processing_speed,1
3064,reasoning,2
1332,math_fluency,1
2511,processing_speed,4
706,processing_speed,2
1889,processing_speed,3
2121,emotion,5
2489,processing_speed,5
2179,reading,3
2483,reasoning,1
941,reading,4
2306,calculus,5
2889,emotion,4
794,emotion,2
2500,processing_speed,5
2654,reading,4
905,reading,2
1302,reading,1
2554,emotion,5
1000,processing_speed,4
3309,calculus,3
1054,execution_speed,2
832,reasoning,4
2130,processing_speed,3
2490,emotion,5
2551,execution_speed,4
2114,reasoning,5
3295,execution_speed,1
2129,execution_speed,4
2218,math_fluency,4
2183,reasoning,3
3017,calculus,3
2436,reasoning,3
1016,calculus,2
1835,reading,1
2708,emotion,2
2344,reasoning,4
1448,reading,2
2614,reading,1
3161,math_fluency,4
1059,math_fluency,1
1336,reading,1
2345,processing_speed,1
2711,processing_speed,4
2740,processing_speed,5
699,execution_speed,1
1538,emotion,3
1817,emotion,5
606,reasoning,4
1579,execution_speed,1
2405,reading,3
2759,processing_speed,1
766,calculus,5
952,calculus,3
1779,math_fluency,4
2332,execution_speed,5
2872,emotion,2
857,math_fluency,4
2256,emotion,2
2424,reading,3
1777,processing_speed,4
1912,execution_speed,3
1934,calculus,4
941,math_fluency,4
2744,reading,4
951,reasoning,2
867,calculus,3
2227,calculus,2
2084,math_fluency,3
1551,reasoning,4
790,reading,2
2219,reasoning,4
2126,reading,4
2377,processing_speed,3
608,math_fluency,4
3236,execution_speed,4
1871,execution_speed,3
1554,emotion,1
2680,execution_speed,3
1816,math_fluency,4
2160,execution_speed,4
2868,calculus,1
1288,reasoning,1
2212,processing_speed,3
2363,reasoning,4
2374,math_fluency,3
1874,calculus,5
3132,calculus,4
2254,calculus,2
2326,reading,4
772,execution_speed,4
3235,reading,2
847,processing_speed,3
2840,execution_speed,5
2555,reasoning,4
1490,reading,3
1454,execution_speed,3
2619,execution_speed,5
1286,math_fluency,1
2434,execution_speed,2
1660,execution_speed,1
890,emotion,4
2579,emotion,2
1951,reasoning,5
3105,execution_speed,3
2234,math_fluency,4
976,emotion,5
946,execution_speed,4
1446,execution_speed,3
1930,calculus,1
1291,execution_speed,1
1350,reasoning,3
1325,calculus,4
1886,reading,4
3244,emotion,2
1426,reading,3
1554,processing_speed,1
1337,math_fluency,4
1817,reading,4
2412,reading,5
1273,emotion,3
2259,emotion,1
2601,math_fluency,3
2623,calculus,3
1850,reading,1
2847,execution_speed,4
1332,reading,3
1011,reading,5
3309,math_fluency,3
1066,execution_speed,2
2468,calculus,4
2692,processing_speed,4
1016,processing_speed,3
817,reasoning,3
3309,reasoning,2
1770,execution_speed,2
1335,processing_speed,2
1012,emotion,1
3090,reasoning,5
2892,reasoning,5
1365,reading,1
990,reasoning,4
2835,math_fluency,3
2751,calculus,5
2215,calculus,4
908,execution_speed,5
1327,reading,1
1853,emotion,5
1056,calculus,3
1952,emotion,1
2253,emotion,1
1914,execution_speed,4
1431,math_fluency,2
3266,reading,1
2377,execution_speed,2
601,reasoning,3
1886,calculus,5
2101,processing_speed,2
1062,execution_speed,1
1499,processing_speed,3
3265,processing_speed,2
2493,processing_speed,2
704,processing_speed,3
2580,execution_speed,2
1470,reasoning,4
2660,reading,3
3234,reading,3
2729,execution_speed,4
3023,reasoning,5
1995,execution_speed,3
2052,reading,5
2744,reasoning,3
1318,processing_speed,1
1915,execution_speed,4
3306,reasoning,3
816,processing_speed,4
1562,execution_speed,4
1942,execution_speed,1
3122,execution_speed,2
2481,math_fluency,4
856,calculus,4
829,execution_speed,1
2426,processing_speed,5
1305,processing_speed,4
2231,processing_speed,4
1274,processing_speed,2
1475,processing_speed,2
2328,math_fluency,3
878,processing_speed,3
1425,calculus,5
2481,processing_speed,5
960,calculus,4
865,reading,2
2780,calculus,4
3040,reading,2
3040,reading,1
2885,math_fluency,2
1461,calculus,3
1507,execution_speed,2
2200,math_fluency,4
2349,math_fluency,3
2479,emotion,4
1027,reading,4
1547,execution_speed,3
2535,execution_speed,1
1866,calculus,1
2879,emotion,5
1800,processing_speed,4
2239,reading,1
2728,reasoning,3
2225,calculus,4
1391,calculus,5
1384,processing_speed,3
706,emotion,1
831,math_fluency,5
2061,processing_speed,2
